deviceName,time[sec],objectID,ioTaskID,taskPriority,taskDeadline
device80,2340.0,CU172,2260,5,-1
device11,2341.0,BR143,2261,4,30
device69,2342.0,DN191,2262,0,6
device1,2343.0,DK188,2263,2,19
device88,2344.0,AI108,2264,5,-1
device89,2345.0,DR195,2265,2,10
device41,2346.0,BO140,2266,2,28
device43,2347.0,BS144,2267,4,22
device32,2348.0,DE182,2268,2,-1
device56,2349.0,DM190,2269,0,33
device49,2350.0,AY124,2270,4,20
device0,2351.0,AS118,2271,5,22
device34,2352.0,BG132,2272,3,-1
device74,2353.0,AS118,2273,2,1
device47,2354.0,AJ109,2274,1,12
device80,2355.0,AU120,2275,1,12
device21,2356.0,CX175,2276,4,-1
device65,2357.0,BH133,2277,4,16
device6,2358.0,AM112,2278,3,34
device85,2359.0,DO192,2279,4,31
device87,2360.0,DK188,2280,2,-1
device6,2361.0,BI134,2281,5,20
device70,2362.0,CC154,2282,2,28
device70,2363.0,CT171,2283,1,35
device70,2364.0,AE104,2284,2,-1
device9,2365.0,AE104,2285,0,21
device81,2366.0,AY124,2286,4,7
device69,2367.0,AL111,2287,4,40
device51,2368.0,CA152,2288,4,-1
device42,2369.0,CK162,2289,4,36
device90,2370.0,BW148,2290,3,36
device41,2371.0,CI160,2291,1,18
device60,2372.0,DQ194,2292,0,-1
device28,2373.0,CY176,2293,0,27
device56,2374.0,BC128,2294,1,3
device12,2375.0,BJ135,2295,5,32
device57,2376.0,DD181,2296,5,-1
device85,2377.0,CS170,2297,2,20
device57,2378.0,DV199,2298,5,4
device69,2379.0,BB127,2299,3,15
device86,2380.0,DC180,2300,0,-1
device58,2381.0,AL111,2301,0,33
device72,2382.0,AN113,2302,3,31
device1,2383.0,DI186,2303,1,28
device70,2384.0,DE182,2304,4,-1
device70,2385.0,BW148,2305,5,12
device68,2386.0,CW174,2306,0,9
device56,2387.0,AV121,2307,2,39
device0,2388.0,BU146,2308,5,-1
device73,2389.0,AP115,2309,0,23
device85,2390.0,CC154,2310,3,5
device13,2391.0,CD155,2311,2,10
device82,2392.0,CJ161,2312,4,-1
device7,2393.0,BE130,2313,4,25
device17,2394.0,CE156,2314,2,38
device73,2395.0,CU172,2315,3,36
device36,2396.0,DH185,2316,0,-1
device92,2397.0,BR143,2317,3,16
device45,2398.0,CF157,2318,0,25
device67,2399.0,CN165,2319,1,4
device13,2400.0,AV121,2320,4,-1
device5,2401.0,BO140,2321,1,2
device32,2402.0,AW122,2322,5,24
device75,2403.0,BR143,2323,2,38
device79,2404.0,CW174,2324,3,-1
device15,2405.0,BK136,2325,0,3
device51,2406.0,CI160,2326,0,15
device3,2407.0,DV199,2327,1,33
device92,2408.0,BF131,2328,3,-1
device10,2409.0,AE104,2329,4,36
device80,2410.0,CJ161,2330,5,21
device70,2411.0,CN165,2331,3,31
device21,2412.0,CF157,2332,2,-1
device55,2413.0,BD129,2333,0,16
device17,2414.0,AC102,2334,0,24
device58,2415.0,AL111,2335,0,39
device27,2416.0,DD181,2336,2,-1
device6,2417.0,AI108,2337,0,29
device83,2418.0,AO114,2338,2,26
device57,2419.0,BT145,2339,4,36
device92,2420.0,BK136,2340,1,-1
device22,2421.0,AX123,2341,2,19
device16,2422.0,AW122,2342,4,20
device68,2423.0,CM164,2343,4,6
device18,2424.0,AD103,2344,4,-1
device32,2425.0,AH107,2345,4,29
device56,2426.0,AK110,2346,0,24
device97,2427.0,BK136,2347,4,31
device92,2428.0,CP167,2348,0,-1
device95,2429.0,DQ194,2349,0,17
device76,2430.0,DV199,2350,5,19
device44,2431.0,BZ151,2351,1,0
device91,2432.0,CO166,2352,0,-1
device11,2433.0,CV173,2353,3,18
device97,2434.0,BH133,2354,0,5
device11,2435.0,DF183,2355,2,8
device57,2436.0,BN139,2356,3,-1
device28,2437.0,BU146,2357,4,20
device14,2438.0,AK110,2358,4,40
device63,2439.0,DG184,2359,2,23
device1,2440.0,AH107,2360,0,-1
device8,2441.0,CJ161,2361,0,26
device51,2442.0,DK188,2362,5,14
device93,2443.0,BI134,2363,2,1
device96,2444.0,CA152,2364,4,-1
device53,2445.0,BP141,2365,1,32
device88,2446.0,BU146,2366,4,28
device98,2447.0,BY150,2367,4,2
device5,2448.0,BS144,2368,1,-1
device34,2449.0,CI160,2369,4,6
device75,2450.0,BQ142,2370,5,5
device85,2451.0,AE104,2371,3,6
device80,2452.0,AA100,2372,3,-1
device23,2453.0,DT197,2373,5,20
device85,2454.0,CH159,2374,4,4
device0,2455.0,BU146,2375,3,34
device2,2456.0,CL163,2376,2,-1
device49,2457.0,BS144,2377,2,3
device55,2458.0,CA152,2378,0,19
device51,2459.0,DG184,2379,2,24
device31,2460.0,CO166,2380,1,-1
device25,2461.0,BV147,2381,3,30
device46,2462.0,BH133,2382,2,10
device26,2463.0,DD181,2383,4,36
device72,2464.0,CF157,2384,4,-1
device74,2465.0,AK110,2385,0,12
device91,2466.0,DD181,2386,2,38
device83,2467.0,AF105,2387,4,1
device9,2468.0,CE156,2388,4,-1
device20,2469.0,BW148,2389,5,35
device23,2470.0,BK136,2390,3,23
device84,2471.0,DG184,2391,0,2
device87,2472.0,DN191,2392,1,-1
device88,2473.0,BR143,2393,3,10
device65,2474.0,BN139,2394,5,34
device12,2475.0,AP115,2395,2,3
device32,2476.0,DD181,2396,5,-1
device41,2477.0,BF131,2397,4,21
device38,2478.0,BY150,2398,1,25
device27,2479.0,CZ177,2399,5,16
device71,2480.0,AT119,2400,0,-1
device23,2481.0,BL137,2401,5,26
device96,2482.0,BQ142,2402,3,36
device96,2483.0,CM164,2403,4,33
device15,2484.0,CM164,2404,0,-1
device33,2485.0,CQ168,2405,2,18
device28,2486.0,CO166,2406,4,13
device8,2487.0,CY176,2407,3,31
device98,2488.0,BV147,2408,1,-1
device10,2489.0,AZ125,2409,0,10
device91,2490.0,BN139,2410,2,13
device41,2491.0,CN165,2411,0,22
device6,2492.0,CK162,2412,2,-1
device23,2493.0,BH133,2413,1,14
device97,2494.0,AF105,2414,2,22
device45,2495.0,AQ116,2415,4,5
device75,2496.0,DR195,2416,3,-1
device45,2497.0,AF105,2417,3,0
device20,2498.0,CP167,2418,3,19
device78,2499.0,AR117,2419,1,7
device83,2500.0,DH185,2420,2,-1
device33,2501.0,CK162,2421,1,19
device87,2502.0,DO192,2422,2,1
device70,2503.0,BX149,2423,4,4
device38,2504.0,AC102,2424,5,-1
device86,2505.0,AL111,2425,3,24
device14,2506.0,AL111,2426,0,2
device97,2507.0,BS144,2427,4,5
device42,2508.0,BG132,2428,2,-1
device36,2509.0,BM138,2429,3,36
device33,2510.0,BY150,2430,2,36
device81,2511.0,DF183,2431,5,7
device90,2512.0,DC180,2432,2,-1
device58,2513.0,CL163,2433,2,26
device63,2514.0,AC102,2434,1,26
device5,2515.0,BU146,2435,0,9
device55,2516.0,CE156,2436,4,-1
device89,2517.0,BW148,2437,1,20
device32,2518.0,AD103,2438,2,7
device88,2519.0,BI134,2439,1,36
device40,2520.0,BQ142,2440,2,-1
device88,2521.0,DP193,2441,2,18
device6,2522.0,AY124,2442,4,20
device56,2523.0,AP115,2443,1,31
device0,2524.0,AY124,2444,5,-1
device34,2525.0,CS170,2445,5,5
device87,2526.0,BO140,2446,4,32
device7,2527.0,AU120,2447,5,26
device10,2528.0,AW122,2448,5,-1
device66,2529.0,DI186,2449,0,2
device30,2530.0,AM112,2450,2,2
device42,2531.0,AV121,2451,1,3
device8,2532.0,CY176,2452,2,-1
device13,2533.0,CQ168,2453,2,37
device48,2534.0,AD103,2454,3,18
device45,2535.0,BL137,2455,2,22
device70,2536.0,BX149,2456,0,-1
device96,2537.0,AX123,2457,2,13
device36,2538.0,AV121,2458,4,19
device80,2539.0,BH133,2459,5,20
device98,2540.0,BJ135,2460,5,-1
device64,2541.0,BV147,2461,0,9
device60,2542.0,BG132,2462,5,39
device60,2543.0,CW174,2463,3,25
device61,2544.0,DE182,2464,0,-1
device98,2545.0,BW148,2465,1,7
device19,2546.0,BT145,2466,5,31
device5,2547.0,BU146,2467,3,26
device42,2548.0,CM164,2468,3,-1
device74,2549.0,BW148,2469,4,2
device48,2550.0,CL163,2470,3,37
device18,2551.0,CC154,2471,2,25
device81,2552.0,AV121,2472,5,-1
device88,2553.0,AU120,2473,0,20
device40,2554.0,AT119,2474,1,18
device66,2555.0,CG158,2475,3,26
device37,2556.0,CF157,2476,4,-1
device10,2557.0,DG184,2477,2,5
device26,2558.0,DD181,2478,5,25
device25,2559.0,CQ168,2479,2,34
device50,2560.0,DT197,2480,2,-1
device63,2561.0,DM190,2481,0,7
device92,2562.0,AA100,2482,1,39
device3,2563.0,AQ116,2483,0,15
device12,2564.0,BL137,2484,4,-1
device13,2565.0,DU198,2485,0,36
device72,2566.0,AL111,2486,5,17
device2,2567.0,BU146,2487,0,18
device18,2568.0,CX175,2488,2,-1
device61,2569.0,BD129,2489,2,5
device85,2570.0,AM112,2490,1,13
device6,2571.0,AK110,2491,4,27
device32,2572.0,AW122,2492,2,-1
device73,2573.0,BG132,2493,2,40
device49,2574.0,AV121,2494,1,37
device16,2575.0,DD181,2495,0,10
device39,2576.0,BH133,2496,5,-1
device1,2577.0,BH133,2497,5,5
device61,2578.0,CE156,2498,1,24
device87,2579.0,DP193,2499,5,21
device63,2580.0,AZ125,2500,4,-1
device76,2581.0,BZ151,2501,5,24
device96,2582.0,AE104,2502,3,13
device14,2583.0,CX175,2503,4,20
device73,2584.0,DJ187,2504,0,-1
device58,2585.0,AR117,2505,2,13
device26,2586.0,BT145,2506,3,9
device50,2587.0,AP115,2507,0,9
device78,2588.0,DP193,2508,1,-1
device90,2589.0,CX175,2509,3,11
device3,2590.0,DI186,2510,0,8
device53,2591.0,BZ151,2511,4,37
device90,2592.0,AW122,2512,1,-1
device84,2593.0,DA178,2513,3,39
device52,2594.0,BW148,2514,5,20
device74,2595.0,CT171,2515,3,24
device96,2596.0,BR143,2516,4,-1
device81,2597.0,BV147,2517,0,37
device63,2598.0,DI186,2518,4,28
device75,2599.0,CD155,2519,4,34
device40,2600.0,BP141,2520,0,-1
device59,2601.0,DD181,2521,1,4
device74,2602.0,BX149,2522,5,3
device94,2603.0,DS196,2523,4,5
device78,2604.0,BI134,2524,5,-1
device55,2605.0,BM138,2525,0,21
device84,2606.0,DQ194,2526,2,21
device12,2607.0,CW174,2527,2,32
device30,2608.0,DL189,2528,4,-1
device51,2609.0,AQ116,2529,1,22
device43,2610.0,AH107,2530,5,25
device60,2611.0,DN191,2531,4,3
device0,2612.0,DI186,2532,2,-1
device18,2613.0,BD129,2533,3,18
device43,2614.0,BE130,2534,4,16
device15,2615.0,CP167,2535,1,33
device63,2616.0,CF157,2536,1,-1
device17,2617.0,BO140,2537,5,0
device37,2618.0,AD103,2538,3,29
device83,2619.0,DC180,2539,5,28
device81,2620.0,AT119,2540,2,-1
device26,2621.0,BA126,2541,2,13
device89,2622.0,CR169,2542,0,5
device63,2623.0,AU120,2543,5,29
device9,2624.0,DO192,2544,0,-1
device45,2625.0,AR117,2545,2,23
device66,2626.0,AY124,2546,4,38
device33,2627.0,BA126,2547,2,40
device40,2628.0,BI134,2548,5,-1
device73,2629.0,BD129,2549,5,25
device50,2630.0,CW174,2550,3,12
device50,2631.0,CS170,2551,1,10
device30,2632.0,BD129,2552,1,-1
device98,2633.0,AD103,2553,2,31
device9,2634.0,AO114,2554,3,4
device11,2635.0,AH107,2555,0,39
device74,2636.0,AO114,2556,1,-1
device51,2637.0,AX123,2557,5,23
device49,2638.0,DK188,2558,4,31
device35,2639.0,BC128,2559,1,8
device84,2640.0,BA126,2560,2,-1
device16,2641.0,AH107,2561,3,28
device6,2642.0,CS170,2562,0,28
device96,2643.0,DO192,2563,5,38
device12,2644.0,AI108,2564,3,-1
device63,2645.0,BO140,2565,5,15
device6,2646.0,DL189,2566,2,39
device26,2647.0,BW148,2567,0,12
device86,2648.0,BQ142,2568,4,-1
device95,2649.0,CW174,2569,1,29
device31,2650.0,BP141,2570,3,9
device87,2651.0,BT145,2571,1,19
device22,2652.0,CJ161,2572,5,-1
device74,2653.0,DS196,2573,5,5
device67,2654.0,AT119,2574,4,9
device3,2655.0,CN165,2575,0,6
device24,2656.0,DE182,2576,1,-1
device45,2657.0,AF105,2577,2,38
device9,2658.0,BP141,2578,3,8
device71,2659.0,CB153,2579,0,36
device33,2660.0,DG184,2580,3,-1
device0,2661.0,AW122,2581,0,33
device28,2662.0,AW122,2582,3,33
device85,2663.0,CH159,2583,2,13
device68,2664.0,BT145,2584,2,-1
device65,2665.0,AR117,2585,2,23
device12,2666.0,DJ187,2586,4,14
device30,2667.0,AZ125,2587,3,37
device39,2668.0,AH107,2588,1,-1
device15,2669.0,DF183,2589,5,34
device15,2670.0,DC180,2590,3,17
device8,2671.0,CF157,2591,3,2
device77,2672.0,DU198,2592,1,-1
device90,2673.0,AG106,2593,2,14
device93,2674.0,AH107,2594,2,14
device64,2675.0,CJ161,2595,5,24
device43,2676.0,DR195,2596,5,-1
device35,2677.0,BO140,2597,4,29
device57,2678.0,BQ142,2598,3,30
device22,2679.0,AU120,2599,1,15
device62,2680.0,CD155,2600,1,-1
device4,2681.0,BB127,2601,5,22
device32,2682.0,CY176,2602,4,19
device47,2683.0,DG184,2603,5,10
device89,2684.0,AE104,2604,3,-1
device95,2685.0,AM112,2605,1,33
device21,2686.0,BB127,2606,1,22
device87,2687.0,DM190,2607,0,3
device47,2688.0,DJ187,2608,5,-1
device57,2689.0,DJ187,2609,5,33
device59,2690.0,CT171,2610,2,9
device32,2691.0,CP167,2611,3,9
device84,2692.0,DE182,2612,3,-1
device7,2693.0,DJ187,2613,1,34
device50,2694.0,AB101,2614,1,7
device85,2695.0,DS196,2615,1,37
device98,2696.0,CR169,2616,5,-1
device66,2697.0,DH185,2617,3,9
device16,2698.0,BI134,2618,4,16
device3,2699.0,BZ151,2619,0,5
device34,2700.0,AC102,2620,0,-1
device92,2701.0,BX149,2621,0,37
device5,2702.0,BP141,2622,0,8
device8,2703.0,CW174,2623,0,13
device82,2704.0,AW122,2624,1,-1
device9,2705.0,DN191,2625,0,32
device71,2706.0,AM112,2626,4,31
device69,2707.0,CS170,2627,4,8
device45,2708.0,DM190,2628,1,-1
device77,2709.0,BV147,2629,1,16
device79,2710.0,BS144,2630,5,20
device10,2711.0,BY150,2631,5,18
device90,2712.0,BO140,2632,0,-1
device66,2713.0,DG184,2633,3,7
device25,2714.0,DN191,2634,2,1
device47,2715.0,CQ168,2635,2,15
device15,2716.0,BY150,2636,4,-1
device51,2717.0,AL111,2637,1,14
device53,2718.0,BZ151,2638,0,30
device92,2719.0,AJ109,2639,4,8
device41,2720.0,AG106,2640,3,-1
device84,2721.0,DG184,2641,4,10
device85,2722.0,CQ168,2642,2,3
device75,2723.0,CM164,2643,3,37
device41,2724.0,BR143,2644,0,-1
device60,2725.0,DI186,2645,3,8
device44,2726.0,CE156,2646,3,18
device39,2727.0,DU198,2647,0,35
device98,2728.0,AS118,2648,3,-1
device29,2729.0,CE156,2649,4,28
device77,2730.0,CB153,2650,5,9
device66,2731.0,BY150,2651,4,5
device21,2732.0,AN113,2652,2,-1
device66,2733.0,BI134,2653,0,16
device59,2734.0,AY124,2654,1,6
device90,2735.0,CL163,2655,2,19
device29,2736.0,BO140,2656,2,-1
device35,2737.0,AI108,2657,3,19
device77,2738.0,AF105,2658,1,19
device66,2739.0,BE130,2659,3,3
device29,2740.0,CM164,2660,1,-1
device65,2741.0,DB179,2661,3,37
device42,2742.0,DC180,2662,5,32
device14,2743.0,BK136,2663,5,23
device20,2744.0,BL137,2664,4,-1
device72,2745.0,DC180,2665,3,26
device36,2746.0,DI186,2666,2,24
device14,2747.0,BK136,2667,5,16
device49,2748.0,BK136,2668,3,-1
device95,2749.0,CX175,2669,5,12
device76,2750.0,DB179,2670,4,38
device17,2751.0,BG132,2671,0,32
device67,2752.0,AB101,2672,2,-1
device85,2753.0,DK188,2673,0,17
device16,2754.0,DR195,2674,5,10
device42,2755.0,CA152,2675,1,19
device47,2756.0,CX175,2676,1,-1
device38,2757.0,BH133,2677,4,27
device50,2758.0,DJ187,2678,4,4
device33,2759.0,CO166,2679,4,30
device5,2760.0,CF157,2680,1,-1
device3,2761.0,CN165,2681,2,7
device49,2762.0,AW122,2682,4,9
device12,2763.0,BF131,2683,1,22
device34,2764.0,AB101,2684,0,-1
device9,2765.0,BI134,2685,1,27
device6,2766.0,DV199,2686,2,24
device46,2767.0,DN191,2687,5,38
device75,2768.0,BD129,2688,2,-1
device55,2769.0,CE156,2689,0,27
device25,2770.0,CC154,2690,1,28
device16,2771.0,AU120,2691,3,40
device86,2772.0,AD103,2692,3,-1
device17,2773.0,DG184,2693,1,2
device34,2774.0,DD181,2694,5,37
device3,2775.0,AX123,2695,1,39
device88,2776.0,BV147,2696,3,-1
device82,2777.0,DN191,2697,3,5
device17,2778.0,DT197,2698,3,1
device92,2779.0,CT171,2699,3,37
device26,2780.0,AC102,2700,5,-1
device76,2781.0,CU172,2701,5,23
device40,2782.0,CR169,2702,1,10
device63,2783.0,CG158,2703,2,0
device27,2784.0,CY176,2704,3,-1
device18,2785.0,DS196,2705,3,37
device39,2786.0,CT171,2706,4,7
device91,2787.0,AG106,2707,3,37
device97,2788.0,CT171,2708,5,-1
device95,2789.0,AW122,2709,2,13
device43,2790.0,DA178,2710,5,30
device61,2791.0,AN113,2711,4,27
device65,2792.0,BP141,2712,5,-1
device8,2793.0,BK136,2713,5,29
device24,2794.0,BN139,2714,3,33
device97,2795.0,AH107,2715,5,27
device78,2796.0,AF105,2716,2,-1
device63,2797.0,CJ161,2717,2,26
device69,2798.0,AH107,2718,5,18
device63,2799.0,AG106,2719,3,2
device70,2800.0,CK162,2720,1,-1
device11,2801.0,DO192,2721,4,15
device63,2802.0,CK162,2722,5,19
device96,2803.0,AT119,2723,5,37
device33,2804.0,DB179,2724,3,-1
device79,2805.0,AQ116,2725,2,16
device4,2806.0,BJ135,2726,2,9
device4,2807.0,CP167,2727,5,13
device61,2808.0,DF183,2728,3,-1
device56,2809.0,AI108,2729,2,35
device44,2810.0,BU146,2730,2,0
device48,2811.0,DI186,2731,2,17
device29,2812.0,CM164,2732,3,-1
device5,2813.0,CV173,2733,4,23
device10,2814.0,CT171,2734,3,4
device18,2815.0,AL111,2735,1,10
device47,2816.0,DK188,2736,4,-1
device14,2817.0,BV147,2737,1,11
device6,2818.0,CO166,2738,0,38
device33,2819.0,CN165,2739,5,28
device77,2820.0,CR169,2740,1,-1
device68,2821.0,BZ151,2741,3,14
device20,2822.0,BZ151,2742,4,33
device53,2823.0,AV121,2743,5,27
device35,2824.0,AU120,2744,3,-1
device15,2825.0,AE104,2745,3,0
device3,2826.0,AH107,2746,1,15
device84,2827.0,AF105,2747,4,8
device68,2828.0,AH107,2748,3,-1
device88,2829.0,AL111,2749,1,20
device78,2830.0,CL163,2750,3,30
device97,2831.0,BW148,2751,1,9
device7,2832.0,BV147,2752,0,-1
device75,2833.0,CA152,2753,4,2
device90,2834.0,CS170,2754,5,27
device57,2835.0,CG158,2755,5,21
device58,2836.0,DE182,2756,5,-1
device71,2837.0,DI186,2757,5,18
device36,2838.0,BF131,2758,2,22
device17,2839.0,BM138,2759,1,22
device91,2840.0,BS144,2760,1,-1
device15,2841.0,BP141,2761,3,19
device44,2842.0,BT145,2762,4,31
device3,2843.0,AY124,2763,1,35
device66,2844.0,BZ151,2764,5,-1
device87,2845.0,BS144,2765,2,30
device65,2846.0,CC154,2766,1,37
device50,2847.0,BA126,2767,2,0
device13,2848.0,CP167,2768,1,-1
device21,2849.0,CE156,2769,3,0
device8,2850.0,CG158,2770,1,28
device26,2851.0,DT197,2771,2,29
device14,2852.0,BM138,2772,0,-1
device4,2853.0,BS144,2773,0,26
device89,2854.0,AP115,2774,4,22
device63,2855.0,CX175,2775,1,32
device57,2856.0,BM138,2776,3,-1
device88,2857.0,CJ161,2777,5,35
device79,2858.0,CB153,2778,2,20
device89,2859.0,BU146,2779,0,19
device13,2860.0,BY150,2780,4,-1
device67,2861.0,CI160,2781,2,34
device68,2862.0,BM138,2782,5,32
device97,2863.0,DN191,2783,1,34
device85,2864.0,BL137,2784,0,-1
device78,2865.0,AC102,2785,5,22
device56,2866.0,AT119,2786,4,40
device63,2867.0,CY176,2787,3,18
device21,2868.0,DT197,2788,5,-1
device90,2869.0,DJ187,2789,5,9
device40,2870.0,BD129,2790,2,18
device13,2871.0,DK188,2791,1,10
device32,2872.0,CT171,2792,0,-1
device18,2873.0,DS196,2793,3,11
device36,2874.0,DU198,2794,0,24
device86,2875.0,BZ151,2795,4,35
device33,2876.0,CA152,2796,1,-1
device61,2877.0,AR117,2797,2,31
device75,2878.0,AS118,2798,1,17
device29,2879.0,DF183,2799,3,8
device11,2880.0,BI134,2800,1,-1
device60,2881.0,BS144,2801,4,18
device43,2882.0,CQ168,2802,1,20
device9,2883.0,AS118,2803,0,17
device26,2884.0,CN165,2804,2,-1
device17,2885.0,CP167,2805,3,8
device11,2886.0,AN113,2806,3,0
device38,2887.0,BQ142,2807,4,23
device97,2888.0,BP141,2808,4,-1
device85,2889.0,AS118,2809,5,13
device26,2890.0,AS118,2810,5,24
device14,2891.0,AO114,2811,4,26
device33,2892.0,AQ116,2812,2,-1
device79,2893.0,BY150,2813,1,1
device36,2894.0,DL189,2814,3,4
device45,2895.0,CH159,2815,2,11
device86,2896.0,BW148,2816,0,-1
device33,2897.0,BN139,2817,1,1
device9,2898.0,AQ116,2818,2,9
device48,2899.0,DH185,2819,3,34
device25,2900.0,DQ194,2820,3,-1
device8,2901.0,BI134,2821,1,8
device50,2902.0,CO166,2822,5,4
device68,2903.0,BT145,2823,4,40
device15,2904.0,CV173,2824,3,-1
device67,2905.0,BH133,2825,1,0
device64,2906.0,AE104,2826,2,23
device55,2907.0,AC102,2827,3,5
device27,2908.0,AP115,2828,2,-1
device29,2909.0,CQ168,2829,3,11
device54,2910.0,BJ135,2830,5,23
device24,2911.0,BE130,2831,0,8
device71,2912.0,CZ177,2832,4,-1
device18,2913.0,DS196,2833,0,39
device39,2914.0,AJ109,2834,0,14
device26,2915.0,DU198,2835,4,18
device90,2916.0,AI108,2836,3,-1
device50,2917.0,AS118,2837,5,7
device60,2918.0,AR117,2838,2,26
device96,2919.0,AH107,2839,3,1
device91,2920.0,CF157,2840,5,-1
device33,2921.0,DG184,2841,1,25
device98,2922.0,CW174,2842,2,31
device4,2923.0,AA100,2843,4,5
device25,2924.0,DC180,2844,5,-1
device80,2925.0,CN165,2845,1,29
device14,2926.0,CK162,2846,3,22
device89,2927.0,BV147,2847,4,20
device97,2928.0,BA126,2848,5,-1
device97,2929.0,CD155,2849,1,36
device10,2930.0,AY124,2850,3,25
device84,2931.0,BS144,2851,5,7
device41,2932.0,AL111,2852,4,-1
device61,2933.0,BO140,2853,5,36
device42,2934.0,BX149,2854,4,32
device38,2935.0,BS144,2855,1,4
device68,2936.0,DS196,2856,4,-1
device13,2937.0,DT197,2857,4,12
device73,2938.0,CU172,2858,0,38
device74,2939.0,CY176,2859,0,20
device18,2940.0,DS196,2860,2,-1
device34,2941.0,DP193,2861,2,38
device59,2942.0,BL137,2862,2,20
device9,2943.0,BY150,2863,3,0
device23,2944.0,BM138,2864,2,-1
device70,2945.0,BZ151,2865,4,15
device98,2946.0,CP167,2866,2,19
device20,2947.0,CD155,2867,5,24
device12,2948.0,DL189,2868,3,-1
device92,2949.0,BN139,2869,2,8
device60,2950.0,AD103,2870,1,9
device89,2951.0,CD155,2871,1,32
device41,2952.0,DQ194,2872,4,-1
device89,2953.0,AN113,2873,3,4
device8,2954.0,DS196,2874,4,33
device10,2955.0,CC154,2875,2,39
device96,2956.0,AW122,2876,3,-1
device96,2957.0,DQ194,2877,3,19
device28,2958.0,AJ109,2878,0,3
device69,2959.0,DD181,2879,2,30
device58,2960.0,AZ125,2880,2,-1
device22,2961.0,DR195,2881,1,28
device97,2962.0,BK136,2882,4,17
device63,2963.0,DK188,2883,4,10
device12,2964.0,DQ194,2884,0,-1
device91,2965.0,AJ109,2885,1,36
device88,2966.0,BB127,2886,2,1
device47,2967.0,CO166,2887,1,2
device90,2968.0,BT145,2888,3,-1
device90,2969.0,DI186,2889,3,23
device2,2970.0,BX149,2890,0,14
device61,2971.0,CF157,2891,5,4
device40,2972.0,AP115,2892,5,-1
device95,2973.0,AG106,2893,5,22
device61,2974.0,BU146,2894,5,5
device55,2975.0,DA178,2895,1,19
device17,2976.0,CV173,2896,2,-1
device37,2977.0,BF131,2897,3,36
device8,2978.0,AP115,2898,2,22
device68,2979.0,DP193,2899,0,18
device96,2980.0,DM190,2900,5,-1
device43,2981.0,AW122,2901,4,30
device97,2982.0,CD155,2902,3,15
device19,2983.0,CA152,2903,2,38
device33,2984.0,BL137,2904,5,-1
device0,2985.0,BP141,2905,5,36
device24,2986.0,BD129,2906,4,30
device24,2987.0,CT171,2907,5,2
device39,2988.0,AC102,2908,4,-1
device13,2989.0,AP115,2909,5,15
device89,2990.0,AN113,2910,0,0
device87,2991.0,BN139,2911,2,20
device94,2992.0,AJ109,2912,4,-1
device23,2993.0,BA126,2913,4,20
device12,2994.0,CV173,2914,3,36
device12,2995.0,BZ151,2915,1,18
device58,2996.0,AG106,2916,4,-1
device96,2997.0,BJ135,2917,3,17
device89,2998.0,DI186,2918,4,8
device27,2999.0,BS144,2919,0,33
device38,3000.0,DL189,2920,2,-1
device73,3001.0,AJ109,2921,4,36
device41,3002.0,BS144,2922,4,37
device66,3003.0,CY176,2923,1,1
device51,3004.0,BR143,2924,5,-1
device97,3005.0,AF105,2925,4,9
device71,3006.0,BN139,2926,1,2
device23,3007.0,AV121,2927,1,14
device38,3008.0,AJ109,2928,1,-1
device51,3009.0,BO140,2929,5,13
device80,3010.0,CA152,2930,2,32
device3,3011.0,BK136,2931,5,6
device97,3012.0,BE130,2932,4,-1
device35,3013.0,CK162,2933,4,33
device49,3014.0,CA152,2934,5,16
device10,3015.0,BY150,2935,0,17
device37,3016.0,CS170,2936,4,-1
device88,3017.0,CV173,2937,3,22
device16,3018.0,CT171,2938,4,39
device98,3019.0,BL137,2939,1,27
device15,3020.0,BA126,2940,4,-1
device22,3021.0,BW148,2941,1,22
device84,3022.0,CO166,2942,4,15
device43,3023.0,BG132,2943,0,16
device98,3024.0,BJ135,2944,4,-1
device64,3025.0,AY124,2945,1,13
device10,3026.0,DH185,2946,3,4
device22,3027.0,BY150,2947,5,17
device10,3028.0,BL137,2948,5,-1
device32,3029.0,CR169,2949,4,10
device50,3030.0,DK188,2950,3,37
device71,3031.0,BN139,2951,2,19
device71,3032.0,BN139,2952,4,-1
device26,3033.0,AU120,2953,5,40
device54,3034.0,DA178,2954,0,3
device93,3035.0,DU198,2955,2,38
device12,3036.0,BP141,2956,2,-1
device87,3037.0,AF105,2957,3,17
device66,3038.0,BB127,2958,0,1
device36,3039.0,CS170,2959,2,31
device25,3040.0,DP193,2960,3,-1
device22,3041.0,AF105,2961,1,1
device91,3042.0,BR143,2962,4,21
device46,3043.0,BU146,2963,1,8
device88,3044.0,AJ109,2964,3,-1
device54,3045.0,DL189,2965,0,16
device70,3046.0,AU120,2966,5,34
device89,3047.0,DL189,2967,1,17
device79,3048.0,CS170,2968,5,-1
device90,3049.0,CD155,2969,3,15
device25,3050.0,DD181,2970,4,37
device54,3051.0,DA178,2971,4,25
device36,3052.0,BL137,2972,5,-1
device77,3053.0,AL111,2973,0,15
device27,3054.0,DQ194,2974,0,8
device39,3055.0,AR117,2975,1,19
device82,3056.0,BV147,2976,2,-1
device61,3057.0,CN165,2977,3,26
device23,3058.0,BH133,2978,4,17
device88,3059.0,CW174,2979,1,8
device56,3060.0,DF183,2980,3,-1
